gene_symbol,ensembl_id,challenge_idx,lincs_entrez,lincs_feature_space,split
MUC4,ENSG00000145113,1045,4585,inferred,rest
ENOPH1,ENSG00000145293,1046,58478,landmark,panel
SNCA,ENSG00000145335,1047,6622,landmark,panel
CCNA2,ENSG00000145386,1048,890,landmark,panel
GLRA3,ENSG00000145451,1049,8001,inferred,rest
MYO10,ENSG00000145555,1050,4651,landmark,panel
SSBP2,ENSG00000145687,1051,23635,landmark,panel
RASA1,ENSG00000145715,1052,5921,landmark,panel
TNIP1,ENSG00000145901,1053,10318,landmark,panel
GFOD1,ENSG00000145990,1054,54438,landmark,panel
TNFRSF21,ENSG00000146072,1055,27242,landmark,panel
TTBK1,ENSG00000146216,1056,,,rest
NFKBIE,ENSG00000146232,1057,4794,landmark,panel
PM20D2,ENSG00000146281,1058,,,rest
SCML4,ENSG00000146285,1059,,,rest
TAAR2,ENSG00000146378,1060,9287,inferred,rest
WTAP,ENSG00000146457,1061,9589,best inferred,rest
VWDE,ENSG00000146530,1062,,,rest
EGFR,ENSG00000146648,1063,1956,landmark,panel
CDCA5,ENSG00000146670,1064,,,rest
IGFBP3,ENSG00000146674,1065,3486,landmark,panel
TLK2,ENSG00000146872,1066,11011,landmark,panel
LUC7L2,ENSG00000146963,1067,51631,best inferred,rest
CASK,ENSG00000147044,1068,8573,landmark,panel
EBP,ENSG00000147155,1069,10682,landmark,panel
IL2RG,ENSG00000147168,1070,3561,best inferred,rest
NSDHL,ENSG00000147383,1071,50814,landmark,panel
LRP12,ENSG00000147650,1072,29967,best inferred,rest
POLR2K,ENSG00000147669,1073,5440,landmark,panel
ZNF7,ENSG00000147789,1074,7553,best inferred,rest
CDKN2A,ENSG00000147889,1075,1029,landmark,panel
NTRK2,ENSG00000148053,1076,4915,best inferred,rest
ALAD,ENSG00000148218,1077,210,best inferred,rest
NOTCH1,ENSG00000148400,1078,4851,landmark,panel
USP6NL,ENSG00000148429,1079,9712,landmark,panel
RSU1,ENSG00000148484,1080,6251,landmark,panel
PARD3,ENSG00000148498,1081,56288,best inferred,rest
A1CF,ENSG00000148584,1082,29974,inferred,rest
POLR3A,ENSG00000148606,1083,,,rest
MKI67,ENSG00000148773,1084,4288,best inferred,rest
PAK1,ENSG00000149269,1085,5058,landmark,panel
HYOU1,ENSG00000149428,1086,10525,landmark,panel
EI24,ENSG00000149547,1087,9538,best inferred,rest
CHEK1,ENSG00000149554,1088,1111,landmark,panel
CDH22,ENSG00000149654,1089,64405,best inferred,rest
LSM14B,ENSG00000149657,1090,149986,best inferred,rest
YTHDF1,ENSG00000149658,1091,54915,landmark,panel
PLCB3,ENSG00000149782,1092,5331,landmark,panel
HMGA2,ENSG00000149948,1093,8091,landmark,panel
ARID5B,ENSG00000150347,1094,84159,landmark,panel
LATS2,ENSG00000150457,1095,,,rest
PDCD4,ENSG00000150593,1096,27250,best inferred,rest
CCDC83,ENSG00000150676,1097,,,rest
RGS18,ENSG00000150681,1098,,,rest
PRSS23,ENSG00000150687,1099,11098,landmark,panel
MTMR12,ENSG00000150712,1100,54545,best inferred,rest
PPP1R1C,ENSG00000150722,1101,,,rest
DOCK1,ENSG00000150760,1102,1793,best inferred,rest
DLAT,ENSG00000150768,1103,1737,best inferred,rest
UBE3B,ENSG00000151148,1104,89910,landmark,panel
EIF4E,ENSG00000151247,1105,1977,best inferred,rest
NUBPL,ENSG00000151413,1106,80224,best inferred,rest
INPP1,ENSG00000151689,1107,3628,landmark,panel
SLC25A4,ENSG00000151729,1108,291,landmark,panel
ZNF385D,ENSG00000151789,1109,79750,best inferred,rest
CCDC175,ENSG00000151838,1110,,,rest
PABPC3,ENSG00000151846,1111,5042,inferred,rest
PARP8,ENSG00000151883,1112,79668,best inferred,rest
BAG3,ENSG00000151929,1113,9531,landmark,panel
TMEM132D,ENSG00000151952,1114,,,rest
SPOCK1,ENSG00000152377,1115,6695,best inferred,rest
RPP38,ENSG00000152464,1116,10557,landmark,panel
PAN3,ENSG00000152520,1117,,,rest
PLEKHH2,ENSG00000152527,1118,,,rest
DMP1,ENSG00000152592,1119,1758,inferred,rest
MBNL1,ENSG00000152601,1120,4154,landmark,panel
ANKRD22,ENSG00000152766,1121,,,rest
PTPRK,ENSG00000152894,1122,5796,landmark,panel
MED21,ENSG00000152944,1123,9412,best inferred,rest
CAST,ENSG00000153113,1124,831,landmark,panel
CETN3,ENSG00000153140,1125,1070,landmark,panel
SMARCA5,ENSG00000153147,1126,8467,best inferred,rest
OR14K1,ENSG00000153230,1127,,,rest
PTPRR,ENSG00000153233,1128,5801,best inferred,rest
CD8A,ENSG00000153563,1129,925,best inferred,rest
RPIA,ENSG00000153574,1130,22934,landmark,panel
JAZF1,ENSG00000153814,1131,,,rest
MCOLN2,ENSG00000153898,1132,,,rest
HS2ST1,ENSG00000153936,1133,9653,landmark,panel
PPP2R5E,ENSG00000154001,1134,5529,landmark,panel
OTULIN,ENSG00000154124,1135,,,rest
TOMM70,ENSG00000154174,1136,9868,landmark,panel
ENPP3,ENSG00000154269,1137,,,rest
UCHL1,ENSG00000154277,1138,7345,best inferred,rest
DISP1,ENSG00000154309,1139,,,rest
C10orf90,ENSG00000154493,1140,,,rest
DIPK1A,ENSG00000154511,1141,388650,landmark,panel
SORBS2,ENSG00000154556,1142,8470,best inferred,rest
TSEN2,ENSG00000154743,1143,80746,landmark,panel
PIEZO2,ENSG00000154864,1144,63895,best inferred,rest
OTUD6B,ENSG00000155100,1145,,,rest
CDK19,ENSG00000155111,1146,23097,landmark,panel
NIFK,ENSG00000155438,1147,,,rest
OXA1L,ENSG00000155463,1148,5018,landmark,panel
ZKSCAN2,ENSG00000155592,1149,,,rest
FZD7,ENSG00000155760,1150,8324,landmark,panel
RNF20,ENSG00000155827,1151,,,rest
RRAGA,ENSG00000155876,1152,10670,landmark,panel
CLIC2,ENSG00000155962,1153,1193,best inferred,rest
PSD3,ENSG00000156011,1154,23362,best inferred,rest
DCK,ENSG00000156136,1155,1633,landmark,panel
ALX3,ENSG00000156150,1156,257,inferred,rest
TIAM1,ENSG00000156299,1157,7074,landmark,panel
SORCS3,ENSG00000156395,1158,22986,best inferred,rest
SFXN2,ENSG00000156398,1159,,,rest
SH3RF2,ENSG00000156463,1160,,,rest
MTERF3,ENSG00000156469,1161,51001,landmark,panel
SUPV3L1,ENSG00000156502,1162,6832,landmark,panel
HK1,ENSG00000156515,1163,3098,landmark,panel
UBE2L6,ENSG00000156587,1164,9246,landmark,panel
KAT6B,ENSG00000156650,1165,23522,landmark,panel
UTP14A,ENSG00000156697,1166,10813,landmark,panel
MAPK13,ENSG00000156711,1167,5603,landmark,panel
TBC1D31,ENSG00000156787,1168,93594,landmark,panel
PHKG2,ENSG00000156873,1169,5261,landmark,panel
SASS6,ENSG00000156876,1170,,,rest
BUB1B,ENSG00000156970,1171,701,landmark,panel
BRPF1,ENSG00000156983,1172,7862,best inferred,rest
TATDN2,ENSG00000157014,1173,9797,landmark,panel
RBPMS,ENSG00000157110,1174,11030,best inferred,rest
FZD1,ENSG00000157240,1175,8321,landmark,panel
CLEC18A,ENSG00000157322,1176,,,rest
IL34,ENSG00000157368,1177,,,rest
KIT,ENSG00000157404,1178,3815,landmark,panel
CACNA2D3,ENSG00000157445,1179,55799,best inferred,rest
CCNB2,ENSG00000157456,1180,9133,landmark,panel
TSC22D3,ENSG00000157514,1181,1831,landmark,panel
C2CD2,ENSG00000157617,1182,25966,landmark,panel
BRAF,ENSG00000157764,1183,673,best inferred,rest
ACAN,ENSG00000157766,1184,176,best inferred,rest
PANK4,ENSG00000157881,1185,55229,best inferred,rest
WIPI2,ENSG00000157954,1186,26100,best inferred,rest
KRTCAP3,ENSG00000157992,1187,,,rest
NCK1,ENSG00000158092,1188,4690,landmark,panel
RHPN1,ENSG00000158106,1189,,,rest
XDH,ENSG00000158125,1190,7498,best inferred,rest
FAIM,ENSG00000158234,1191,55179,landmark,panel
CUL4B,ENSG00000158290,1192,8450,best inferred,rest
GDPD5,ENSG00000158555,1193,81544,landmark,panel
NIT1,ENSG00000158793,1194,4817,landmark,panel
TOMM40L,ENSG00000158882,1195,,,rest
MIS18A,ENSG00000159055,1196,54069,best inferred,rest
LAD1,ENSG00000159166,1197,3898,best inferred,rest
CSRP1,ENSG00000159176,1198,1465,landmark,panel
CLIC6,ENSG00000159212,1199,,,rest
CBR1,ENSG00000159228,1200,873,landmark,panel
CBR3,ENSG00000159231,1201,874,landmark,panel
ADIPOR1,ENSG00000159346,1202,51094,best inferred,rest
PSMD4,ENSG00000159352,1203,5710,landmark,panel
STARD9,ENSG00000159433,1204,,,rest
EFCAB14,ENSG00000159658,1205,9813,landmark,panel
FAM131B,ENSG00000159784,1206,9715,best inferred,rest
PSKH1,ENSG00000159792,1207,5681,best inferred,rest
NPR2,ENSG00000159899,1208,4882,best inferred,rest
CALM3,ENSG00000160014,1209,808,landmark,panel
DFFA,ENSG00000160049,1210,1676,landmark,panel
NR2F6,ENSG00000160113,1211,2063,landmark,panel
TFF1,ENSG00000160182,1212,7031,inferred,rest
RRP1B,ENSG00000160208,1213,23076,landmark,panel
LRRC3,ENSG00000160233,1214,81543,inferred,rest
RALGDS,ENSG00000160271,1215,5900,landmark,panel
SLC2A6,ENSG00000160326,1216,11182,landmark,panel
LCN1,ENSG00000160349,1217,3933,inferred,rest
HIPK4,ENSG00000160396,1218,,,rest
SHKBP1,ENSG00000160410,1219,,,rest
ZDHHC12,ENSG00000160446,1220,,,rest
PKN3,ENSG00000160447,1221,,,rest
DEDD2,ENSG00000160570,1222,,,rest
SHC1,ENSG00000160691,1223,6464,landmark,panel
ANO10,ENSG00000160746,1224,55129,landmark,panel
PMF1,ENSG00000160783,1225,11243,best inferred,rest
UBQLN4,ENSG00000160803,1226,56893,inferred,rest
FGFR4,ENSG00000160867,1227,2264,landmark,panel
CYP3A7,ENSG00000160870,1228,1551,inferred,rest
CPSF4,ENSG00000160917,1229,10898,landmark,panel
VPS28,ENSG00000160948,1230,51160,landmark,panel
ZNF333,ENSG00000160961,1231,,,rest
SQSTM1,ENSG00000161011,1232,8878,landmark,panel
FBXL13,ENSG00000161040,1233,,,rest
ABCF3,ENSG00000161204,1234,55324,landmark,panel
BDH1,ENSG00000161267,1235,622,landmark,panel
SENP3,ENSG00000161956,1236,26168,best inferred,rest
CCNF,ENSG00000162063,1237,899,landmark,panel
AMDHD2,ENSG00000162066,1238,51005,landmark,panel
NEU3,ENSG00000162139,1239,10825,best inferred,rest
CYB561A3,ENSG00000162144,1240,,,rest
USP24,ENSG00000162402,1241,23358,best inferred,rest
NOL9,ENSG00000162408,1242,79707,best inferred,rest
KLHL21,ENSG00000162413,1243,9903,landmark,panel
KIAA1522,ENSG00000162522,1244,,,rest
SCNN1D,ENSG00000162572,1245,6339,best inferred,rest
MEGF6,ENSG00000162591,1246,1953,best inferred,rest
USP1,ENSG00000162607,1247,7398,landmark,panel
SNX7,ENSG00000162627,1248,51375,landmark,panel
BRINP3,ENSG00000162670,1249,339479,best inferred,rest
AGL,ENSG00000162688,1250,178,landmark,panel
FAM71A,ENSG00000162771,1251,,,rest
ATF3,ENSG00000162772,1252,467,best inferred,rest
DENND2D,ENSG00000162777,1253,79961,landmark,panel
MAPKAPK2,ENSG00000162889,1254,9261,landmark,panel
FCAMR,ENSG00000162897,1255,,,rest
TYW5,ENSG00000162971,1256,,,rest
LRATD1,ENSG00000162981,1257,,,rest
ACTG2,ENSG00000163017,1258,72,best inferred,rest
COQ8A,ENSG00000163050,1259,56997,landmark,panel
SGCB,ENSG00000163069,1260,6443,landmark,panel
TNFAIP8L2,ENSG00000163154,1261,,,rest
VPS72,ENSG00000163159,1262,6944,landmark,panel
SMCP,ENSG00000163206,1263,4184,inferred,rest
DCAF16,ENSG00000163257,1264,54876,best inferred,rest
C1orf189,ENSG00000163263,1265,,,rest
GPR155,ENSG00000163328,1266,,,rest
SLC15A2,ENSG00000163406,1267,6565,best inferred,rest
ARPC2,ENSG00000163466,1268,10109,best inferred,rest
RNF25,ENSG00000163481,1269,64320,best inferred,rest
ADORA1,ENSG00000163485,1270,134,best inferred,rest
TGFBR2,ENSG00000163513,1271,7048,landmark,panel
ANKZF1,ENSG00000163516,1272,55139,best inferred,rest
FBLN2,ENSG00000163520,1273,2199,best inferred,rest
EIF5A2,ENSG00000163577,1274,56648,best inferred,rest
GTPBP8,ENSG00000163607,1275,29083,landmark,panel
CDS1,ENSG00000163624,1276,1040,best inferred,rest
TIPARP,ENSG00000163659,1277,25976,landmark,panel
SLMAP,ENSG00000163681,1278,,,rest
ABHD6,ENSG00000163686,1279,57406,landmark,panel
RBM47,ENSG00000163694,1280,54502,best inferred,rest
APBB2,ENSG00000163697,1281,323,landmark,panel
IL17RC,ENSG00000163702,1282,84818,best inferred,rest
CXCL3,ENSG00000163734,1283,2921,best inferred,rest
CPA3,ENSG00000163751,1284,1359,best inferred,rest
TOPBP1,ENSG00000163781,1285,11073,landmark,panel
KIF15,ENSG00000163808,1286,56992,best inferred,rest
WDR43,ENSG00000163811,1287,23160,best inferred,rest
SLC6A20,ENSG00000163817,1288,54716,inferred,rest
DTX3L,ENSG00000163840,1289,,,rest
YEATS2,ENSG00000163872,1290,55689,best inferred,rest
GRIK3,ENSG00000163873,1291,2899,inferred,rest
ZC3H12A,ENSG00000163874,1292,80149,best inferred,rest
KLF15,ENSG00000163884,1293,28999,inferred,rest
RPN1,ENSG00000163902,1294,6184,landmark,panel
PRKCD,ENSG00000163932,1295,5580,landmark,panel
GNL3,ENSG00000163938,1296,26354,best inferred,rest
LRPAP1,ENSG00000163956,1297,4043,landmark,panel
ZNF691,ENSG00000164011,1298,,,rest
PGRMC2,ENSG00000164040,1299,10424,best inferred,rest
CDC25A,ENSG00000164045,1300,993,landmark,panel
CAMP,ENSG00000164047,1301,820,best inferred,rest
ZNF589,ENSG00000164048,1302,51385,landmark,panel
DUSP7,ENSG00000164086,1303,1849,best inferred,rest
OTUD4,ENSG00000164164,1304,54726,best inferred,rest
LSM6,ENSG00000164167,1305,11157,landmark,panel
SLC25A46,ENSG00000164209,1306,91137,landmark,panel
CASP3,ENSG00000164305,1307,836,landmark,panel
CMYA5,ENSG00000164309,1308,,,rest
TERT,ENSG00000164362,1309,7015,landmark,panel
LEAP2,ENSG00000164406,1310,,,rest
SLC35A1,ENSG00000164414,1311,10559,landmark,panel
TXLNB,ENSG00000164440,1312,,,rest
CREBRF,ENSG00000164463,1313,,,rest
RAET1E,ENSG00000164520,1314,,,rest
COG5,ENSG00000164597,1315,10466,best inferred,rest
KIF6,ENSG00000164627,1316,,,rest
TEX47,ENSG00000164645,1317,,,rest
GPER1,ENSG00000164850,1318,2852,landmark,panel
NOS3,ENSG00000164867,1319,4846,landmark,panel
SLC4A2,ENSG00000164889,1320,6522,best inferred,rest
GBX1,ENSG00000164900,1321,2636,inferred,rest
ALDH7A1,ENSG00000164904,1322,501,landmark,panel
FZD6,ENSG00000164930,1323,8323,best inferred,rest
WASHC5,ENSG00000164961,1324,9897,landmark,panel
RPP25L,ENSG00000164967,1325,,,rest
PSIP1,ENSG00000164985,1326,11168,landmark,panel
SYK,ENSG00000165025,1327,6850,landmark,panel
ABCA1,ENSG00000165029,1328,19,best inferred,rest
NFIL3,ENSG00000165030,1329,4783,landmark,panel
ZMAT4,ENSG00000165061,1330,79698,best inferred,rest
KIF27,ENSG00000165115,1331,,,rest
DYNLT3,ENSG00000165169,1332,6990,landmark,panel
KIAA1958,ENSG00000165185,1333,,,rest
STOML2,ENSG00000165283,1334,30968,best inferred,rest
BRWD3,ENSG00000165288,1335,,,rest
MELK,ENSG00000165304,1336,9833,landmark,panel
CLDN2,ENSG00000165376,1337,,,rest
WRN,ENSG00000165392,1338,7486,best inferred,rest
INPPL1,ENSG00000165458,1339,3636,best inferred,rest
CRYL1,ENSG00000165475,1340,51084,best inferred,rest
KLHDC2,ENSG00000165516,1341,23588,landmark,panel
VSTM4,ENSG00000165633,1342,196740,best inferred,rest
HPRT1,ENSG00000165704,1343,3251,landmark,panel
PIP4P1,ENSG00000165782,1344,,,rest
CASP7,ENSG00000165806,1345,840,landmark,panel
ZFYVE1,ENSG00000165861,1346,,,rest
PACSIN3,ENSG00000165912,1347,29763,landmark,panel
HTRA1,ENSG00000166033,1348,5654,landmark,panel
CEP57,ENSG00000166037,1349,9702,landmark,panel
IL25,ENSG00000166090,1350,64806,inferred,rest
TRMT61A,ENSG00000166166,1351,115708,best inferred,rest
NOLC1,ENSG00000166197,1352,9221,landmark,panel
FRS2,ENSG00000166225,1353,10818,landmark,panel
PCBD1,ENSG00000166228,1354,5092,landmark,panel
ILK,ENSG00000166333,1355,3611,landmark,panel
ATP9B,ENSG00000166377,1356,374868,inferred,rest
CYB5R2,ENSG00000166394,1357,51700,best inferred,rest
KIAA0355,ENSG00000166398,1358,9710,landmark,panel
TRIM66,ENSG00000166436,1359,9866,best inferred,rest
ATMIN,ENSG00000166454,1360,23300,landmark,panel
C16orf46,ENSG00000166455,1361,,,rest
HDGFL3,ENSG00000166503,1362,50810,landmark,panel
CFAP52,ENSG00000166596,1363,,,rest
BLCAP,ENSG00000166619,1364,10904,landmark,panel
PLEKHA7,ENSG00000166689,1365,,,rest
CATSPER2,ENSG00000166762,1366,,,rest
PLIN1,ENSG00000166819,1367,5346,best inferred,rest
PEX11A,ENSG00000166821,1368,8800,landmark,panel
TERF2IP,ENSG00000166848,1369,54386,landmark,panel
PLK1,ENSG00000166851,1370,5347,landmark,panel
CLPX,ENSG00000166855,1371,10845,landmark,panel
SMAD3,ENSG00000166949,1372,4088,landmark,panel
PRR15L,ENSG00000167183,1373,79170,landmark,panel
CRK,ENSG00000167193,1374,1398,landmark,panel
CA4,ENSG00000167434,1375,762,best inferred,rest
GATAD2A,ENSG00000167491,1376,54815,best inferred,rest
DHRS13,ENSG00000167536,1377,,,rest
CORO6,ENSG00000167549,1378,,,rest
TUBA1C,ENSG00000167553,1379,84790,inferred,rest
GPD1,ENSG00000167588,1380,2819,best inferred,rest
CYP2S1,ENSG00000167600,1381,,,rest
LENG8,ENSG00000167615,1382,,,rest
TRAPPC9,ENSG00000167632,1383,83696,best inferred,rest
DNAAF3,ENSG00000167646,1384,,,rest
TMIGD2,ENSG00000167664,1385,,,rest
TLCD3A,ENSG00000167695,1386,79850,landmark,panel
GLOD4,ENSG00000167699,1387,51031,landmark,panel
TSR1,ENSG00000167721,1388,55720,best inferred,rest
TRPV3,ENSG00000167723,1389,,,rest
ANGPTL4,ENSG00000167772,1390,51129,best inferred,rest
CD320,ENSG00000167775,1391,51293,landmark,panel
HID1,ENSG00000167861,1392,,,rest
KCTD5,ENSG00000167977,1393,54442,landmark,panel
TRANK1,ENSG00000168016,1394,9881,best inferred,rest
CTNNB1,ENSG00000168036,1395,1499,best inferred,rest
MAJIN,ENSG00000168070,1396,,,rest
PBK,ENSG00000168078,1397,55872,best inferred,rest
RAB4A,ENSG00000168118,1398,5867,landmark,panel
MAPK1IP1L,ENSG00000168175,1399,93487,landmark,panel
DDIT4,ENSG00000168209,1400,54541,landmark,panel
NT5DC2,ENSG00000168268,1401,64943,landmark,panel
KIF5C,ENSG00000168280,1402,3800,landmark,panel
THAP11,ENSG00000168286,1403,57215,landmark,panel
KCTD6,ENSG00000168301,1404,,,rest
XIRP1,ENSG00000168334,1405,,,rest
ARF4,ENSG00000168374,1406,378,best inferred,rest
MLKL,ENSG00000168404,1407,,,rest
COG7,ENSG00000168434,1408,91949,landmark,panel
RAB31,ENSG00000168461,1409,11031,landmark,panel
GBX2,ENSG00000168505,1410,2637,best inferred,rest
TMEM223,ENSG00000168569,1411,79064,best inferred,rest
STAT3,ENSG00000168610,1412,6774,landmark,panel
PKIG,ENSG00000168734,1413,11142,landmark,panel
TET2,ENSG00000168769,1414,,,rest
TSPAN5,ENSG00000168785,1415,10098,best inferred,rest
MAT2A,ENSG00000168906,1416,4144,landmark,panel
PPIC,ENSG00000168938,1417,5480,landmark,panel
STXBP6,ENSG00000168952,1418,29091,best inferred,rest
ATF5,ENSG00000169136,1419,22809,landmark,panel
NSMCE1,ENSG00000169189,1420,,,rest
RGS14,ENSG00000169220,1421,10636,best inferred,rest
TBC1D10B,ENSG00000169221,1422,26000,best inferred,rest
ADRB2,ENSG00000169252,1423,154,landmark,panel
STK32A,ENSG00000169302,1424,,,rest
ELSPBP1,ENSG00000169393,1425,64100,best inferred,rest
PTK2,ENSG00000169398,1426,5747,landmark,panel
CLIC4,ENSG00000169504,1427,25932,landmark,panel
DTWD2,ENSG00000169570,1428,,,rest
VPREB1,ENSG00000169575,1429,7441,inferred,rest
INO80E,ENSG00000169592,1430,,,rest
DFFB,ENSG00000169598,1431,1677,landmark,panel
DUS1L,ENSG00000169718,1432,64118,best inferred,rest
RFNG,ENSG00000169733,1433,5986,landmark,panel
ROBO1,ENSG00000169855,1434,6091,best inferred,rest
NANP,ENSG00000170191,1435,,,rest
FAXDC2,ENSG00000170271,1436,10826,best inferred,rest
CRTAP,ENSG00000170275,1437,10491,landmark,panel
STX8,ENSG00000170310,1438,9482,best inferred,rest
CDK1,ENSG00000170312,1439,983,landmark,panel
FOS,ENSG00000170345,1440,2353,landmark,panel
TMED10,ENSG00000170348,1441,10972,landmark,panel
SEMA3E,ENSG00000170381,1442,9723,inferred,rest
NUDT9,ENSG00000170502,1443,53343,landmark,panel
ELOVL6,ENSG00000170522,1444,79071,landmark,panel
HSPA4,ENSG00000170606,1445,3308,landmark,panel
HOXB9,ENSG00000170689,1446,3219,best inferred,rest
CDCA4,ENSG00000170779,1447,55038,landmark,panel
LMOD2,ENSG00000170807,1448,,,rest
TRIAP1,ENSG00000170855,1449,51499,best inferred,rest
KIAA0232,ENSG00000170871,1450,9778,best inferred,rest
OR7G2,ENSG00000170923,1451,,,rest
FEZ2,ENSG00000171055,1452,9637,landmark,panel
RLN3,ENSG00000171136,1453,,,rest
RBKS,ENSG00000171174,1454,64080,landmark,panel
GRIK1,ENSG00000171189,1455,2897,best inferred,rest
SMR3B,ENSG00000171201,1456,10879,inferred,rest
CSN3,ENSG00000171209,1457,1448,inferred,rest
SCAND1,ENSG00000171222,1458,51282,landmark,panel
SHCBP1,ENSG00000171241,1459,79801,best inferred,rest
GAA,ENSG00000171298,1460,2548,landmark,panel
CANT1,ENSG00000171302,1461,124583,landmark,panel
PGAM1,ENSG00000171314,1462,5223,landmark,panel
POLR1C,ENSG00000171453,1463,9533,landmark,panel
ZNF318,ENSG00000171467,1464,24149,landmark,panel
WIPF2,ENSG00000171475,1465,147179,landmark,panel
NLRP5,ENSG00000171487,1466,,,rest
CLSTN1,ENSG00000171603,1467,22883,landmark,panel
ZNF274,ENSG00000171606,1468,10782,landmark,panel
ZIK1,ENSG00000171649,1469,,,rest
TCEA2,ENSG00000171703,1470,6919,landmark,panel
GATM,ENSG00000171766,1471,2628,best inferred,rest
NXNL1,ENSG00000171773,1472,,,rest
BCL2,ENSG00000171791,1473,596,landmark,panel
METTL18,ENSG00000171806,1474,92342,best inferred,rest
FAM90A1,ENSG00000171847,1475,55138,inferred,rest
KLF17,ENSG00000171872,1476,,,rest
ATPAF2,ENSG00000171953,1477,91647,best inferred,rest
MAL,ENSG00000172005,1478,4118,best inferred,rest
RAB33B,ENSG00000172007,1479,83452,best inferred,rest
NME6,ENSG00000172113,1480,10201,best inferred,rest
CYCS,ENSG00000172115,1481,54205,landmark,panel
SNTB1,ENSG00000172164,1482,6641,best inferred,rest
MALT1,ENSG00000172175,1483,10892,landmark,panel
ZNF131,ENSG00000172262,1484,7690,landmark,panel
OR5A2,ENSG00000172324,1485,,,rest
C2CD2L,ENSG00000172375,1486,9854,landmark,panel
ARNT2,ENSG00000172379,1487,9915,landmark,panel
RSPH9,ENSG00000172426,1488,,,rest
OR9G4,ENSG00000172457,1489,,,rest
RAD9A,ENSG00000172613,1490,5883,landmark,panel
NAA16,ENSG00000172766,1491,79612,best inferred,rest
OR10W1,ENSG00000172772,1492,,,rest
KRT2,ENSG00000172867,1493,3849,best inferred,rest
OXSR1,ENSG00000172939,1494,9943,landmark,panel
RXFP4,ENSG00000173080,1495,,,rest
PARP15,ENSG00000173200,1496,,,rest
TUBB8P12,ENSG00000173213,1497,,,rest
GLRX,ENSG00000173221,1498,2745,landmark,panel
SYT12,ENSG00000173227,1499,91683,inferred,rest
DMRT2,ENSG00000173253,1500,,,rest
TRIB1,ENSG00000173334,1501,10221,landmark,panel
DAG1,ENSG00000173402,1502,1605,landmark,panel
DAB1,ENSG00000173406,1503,1600,inferred,rest
ZNRD2,ENSG00000173465,1504,10534,best inferred,rest
SMARCC1,ENSG00000173473,1505,6599,landmark,panel
NABP1,ENSG00000173559,1506,64859,best inferred,rest
SCAI,ENSG00000173611,1507,286205,inferred,rest
C11orf80,ENSG00000173715,1508,79703,best inferred,rest
STAT5B,ENSG00000173757,1509,6777,landmark,panel
NET1,ENSG00000173848,1510,10276,landmark,panel
PHC3,ENSG00000173889,1511,80012,best inferred,rest
GOLIM4,ENSG00000173905,1512,27333,best inferred,rest
TLR10,ENSG00000174123,1513,,,rest
FAM53A,ENSG00000174137,1514,,,rest
DDX23,ENSG00000174243,1515,9416,best inferred,rest
GOLGA6L2,ENSG00000174450,1516,,,rest
IGDCC3,ENSG00000174498,1517,,,rest
AKIRIN1,ENSG00000174574,1518,79647,best inferred,rest
BRSK2,ENSG00000174672,1519,9024,best inferred,rest
B4GAT1,ENSG00000174684,1520,11041,landmark,panel
GLMN,ENSG00000174842,1521,11146,best inferred,rest
KCTD13,ENSG00000174943,1522,253980,best inferred,rest
FUT1,ENSG00000174951,1523,2523,landmark,panel
ZIC4,ENSG00000174963,1524,84107,inferred,rest
SLC22A1,ENSG00000175003,1525,6580,inferred,rest
CHST2,ENSG00000175040,1526,9435,best inferred,rest
UBE2C,ENSG00000175063,1527,11065,landmark,panel
VCPIP1,ENSG00000175073,1528,80124,best inferred,rest
SPSB4,ENSG00000175093,1529,,,rest
PSMD2,ENSG00000175166,1530,5708,landmark,panel
FAM131A,ENSG00000175182,1531,131408,best inferred,rest
PCCA,ENSG00000175198,1532,5095,best inferred,rest
ARHGAP1,ENSG00000175220,1533,392,landmark,panel
CCNE2,ENSG00000175305,1534,9134,landmark,panel
ZNF25,ENSG00000175395,1535,,,rest
CLTB,ENSG00000175416,1536,1212,landmark,panel
TBC1D10C,ENSG00000175463,1537,,,rest
POLD4,ENSG00000175482,1538,57804,landmark,panel
DRAP1,ENSG00000175550,1539,10589,landmark,panel
FOSL1,ENSG00000175592,1540,8061,landmark,panel
CCDC85B,ENSG00000175602,1541,11007,landmark,panel
RUVBL1,ENSG00000175792,1542,8607,landmark,panel
SFN,ENSG00000175793,1543,2810,landmark,panel
MSRA,ENSG00000175806,1544,4482,landmark,panel
SWI5,ENSG00000175854,1545,,,rest
PLEKHD1,ENSG00000175985,1546,,,rest
TUBB6,ENSG00000176014,1547,84617,landmark,panel
CHMP6,ENSG00000176108,1548,79643,landmark,panel
OR11H4,ENSG00000176198,1549,,,rest
ZNF404,ENSG00000176222,1550,,,rest
ZNF575,ENSG00000176472,1551,,,rest
CCDC121,ENSG00000176714,1552,79635,best inferred,rest
CDK5R1,ENSG00000176749,1553,8851,landmark,panel
OR52E2,ENSG00000176787,1554,,,rest
OR51G2,ENSG00000176893,1555,,,rest
PXMP2,ENSG00000176894,1556,5827,landmark,panel
TCIM,ENSG00000176907,1557,56892,best inferred,rest
FIBIN,ENSG00000176971,1558,,,rest
SEC24C,ENSG00000176986,1559,9632,best inferred,rest
CLVS1,ENSG00000177182,1560,,,rest
TIMM22,ENSG00000177370,1561,29928,landmark,panel
ZBTB33,ENSG00000177485,1562,10009,best inferred,rest
