gene_symbol,challenge_idx,source_col,split,ctrl_mean,ctrl_std
CEBPZOS,1877,141,rest,0.26605365,0.37600908
CEBPD,1879,483,panel,0.10258214,0.25423372
CCNL2,1881,0,rest,0.3591844,0.4398438
PARG,1887,563,rest,0.21084139,0.33909848
FNDC10,1890,1,rest,0.16813804,0.33317357
HSBP1,1893,874,rest,0.8931426,0.5458888
UQCRHL,1897,9,rest,0.21607655,0.344327
TRIM26,1899,361,rest,0.067619026,0.21838498
TMEM250,1909,549,rest,0.13514969,0.28141826
MIF,1914,1078,panel,2.5182736,0.4150084
IL10RB,1920,1069,rest,0.0881001,0.24450271
UBE2V1,1921,1053,rest,0.9646905,0.52665585
TWF2,1923,222,panel,0.24839252,0.36617482
ZNF260,1936,1005,rest,0.10319109,0.2518518
LYN,1937,485,panel,0.48433197,0.46014646
PINX1,1938,466,rest,0.18787947,0.33560318
CHMP4A,1940,742,panel,0.5279393,0.47846884
COA8,1943,781,rest,0.22165687,0.35296693
POLG2,1945,937,panel,0.11246208,0.2580096
CNPY2,1946,681,rest,0.655756,0.51255745
RBM15B,1948,220,panel,0.19436044,0.3386712
UPK3BL1,1955,444,rest,0.14206043,0.29446974
DUSP14,1967,907,panel,0.14212619,0.29935864
PIP4K2B,1971,908,panel,0.09109247,0.23713975
PAGR1,1975,848,rest,0.31303144,0.39327988
SCO2,1981,1096,rest,0.2447473,0.37023443
