gene_symbol,challenge_idx,source_col,split,ctrl_mean,ctrl_std
MTA1,1634,881,panel,0.19321337,0.32050303
PYCR1,1635,1055,panel,0.26542175,0.3621229
NAA38,1636,1002,rest,0.8203284,0.50963175
PSMG1,1641,1180,panel,0.5799702,0.49856508
TMEM50A,1644,16,panel,0.7180758,0.49170843
PRKX,1650,1208,panel,0.05604301,0.17811428
UQCR10,1651,1193,rest,1.4188318,0.46986532
NIPSNAP1,1652,1192,panel,0.24521872,0.3569927
CRELD2,1654,1206,panel,0.37549636,0.41417378
COPB2,1656,265,panel,0.82763636,0.50746346
PROS1,1659,243,panel,0.07506481,0.20746942
PRR16,1663,355,rest,0.2825998,0.3885726
TMEM186,1664,934,rest,0.07135384,0.20954406
BTBD6,1665,880,rest,0.23902495,0.3497779
DGAT1,1668,571,rest,0.12185837,0.26223487
PRPF39,1671,840,rest,0.124002546,0.2619831
ATP6V0A2,1673,792,rest,0.110027686,0.24665463
HGS,1674,1054,rest,0.35125926,0.40671378
MORF4L1,1682,913,rest,1.2774713,0.47087651
SLC52A2,1683,572,rest,0.35931006,0.4104936
INSIG1,1694,515,panel,0.08578051,0.23791683
GPATCH8,1696,1032,panel,0.28974292,0.37964123
LYRM7,1697,359,rest,0.12869252,0.273766
ZNF395,1700,529,panel,0.06596277,0.1977744
RNF220,1703,39,rest,0.15960465,0.29858807
CHP1,1705,886,panel,0.18735549,0.3153025
COL4A1,1706,820,panel,0.70212597,0.58337945
USP7,1708,936,panel,0.5872325,0.4822029
PLSCR3,1714,999,panel,0.18040445,0.3127051
EIF4EBP1,1715,535,panel,1.151111,0.5396332
UBQLN2,1716,1221,panel,0.15354733,0.29430738
ARL4C,1718,197,panel,1.3164939,0.5766998
PLSCR1,1719,267,panel,0.13646035,0.28185728
ZNF292,1730,424,rest,0.43217647,0.44290233
S100A13,1732,78,panel,1.3022926,0.492294
RRP7A,1733,1204,rest,0.47696453,0.45498633
PTPN1,1739,1159,panel,0.47735944,0.4508239
EVL,1740,872,panel,0.13941455,0.2721384
PIK3R4,1742,258,panel,0.076979026,0.20720193
MME,1743,269,rest,0.43003312,0.46191555
HDAC2,1746,434,panel,0.68115544,0.4934286
RABL6,1749,618,rest,0.7838821,0.4996232
TLE1,1752,590,panel,0.23240885,0.3365941
NHLRC2,1754,666,rest,0.2897391,0.3901263
ARHGEF12,1755,728,panel,0.49782264,0.46432844
LAGE3,1756,1241,panel,0.36221072,0.41081727
IGF2R,1759,445,panel,0.5486045,0.48654613
ENTPD4,1761,526,rest,0.16885126,0.30815107
TBC1D9B,1762,383,panel,0.20999007,0.3260633
GTF2E2,1764,532,panel,0.21287453,0.33716673
LRP10,1766,829,panel,0.5105788,0.4705653
SPTAN1,1770,609,panel,0.80169827,0.53776234
PSAP,1771,641,rest,1.6988274,0.51712525
FAM118B,1772,733,rest,0.094251655,0.23364463
ADH5,1774,314,panel,0.8852084,0.49332654
TEAD4,1775,739,rest,0.14520258,0.28926504
ERO1A,1776,847,panel,0.61274976,0.48843813
S100A6,1778,77,rest,3.2541645,0.3478858
MPZL1,1779,93,panel,0.39066368,0.43063396
TFDP1,1783,822,panel,0.5695552,0.4811376
HSD17B11,1784,308,panel,0.10571471,0.24791245
DDX42,1785,1045,panel,0.44843867,0.44884157
SPRED2,1786,145,panel,0.084885,0.22329609
GFPT1,1787,146,panel,0.29457578,0.38477868
UVRAG,1788,712,rest,0.1364006,0.2758667
TXNRD1,1789,778,panel,1.5207727,0.60242474
CTNND1,1793,693,panel,0.2890612,0.38103834
KLHL9,1795,579,panel,0.18353117,0.31457245
MT-ND6,1796,1243,rest,1.2018983,0.5720841
PNP,1798,827,panel,0.3186589,0.39150903
FOXJ3,1799,31,panel,0.09809846,0.23604275
CHAMP1,1800,823,rest,0.2558463,0.3696577
UBE2J1,1801,426,panel,0.34539446,0.3998873
MT-ND4,1802,1242,rest,4.023163,0.27016988
SHISA4,1803,104,rest,0.14319003,0.2790507
CAPZA2,1804,499,rest,0.641708,0.47391388
KIAA0753,1805,997,panel,0.07705932,0.20338395
KIF1BP,1806,637,panel,0.5833995,0.47381184
COX20,1808,129,rest,1.018293,0.5053199
PCMTD2,1810,1172,rest,0.049297925,0.16958831
GIGYF2,1812,196,rest,0.30513886,0.3917137
RUFY2,1813,634,rest,0.29094175,0.36814287
DAXX,1816,408,panel,0.31710544,0.38278627
PFDN6,1817,407,rest,0.4696426,0.44327942
RING1,1818,406,rest,0.12690432,0.26406214
PSMB8,1819,405,panel,0.44402406,0.4409616
SKIV2L,1821,404,panel,0.0599995,0.18523586
HSPA1A,1823,403,panel,0.13190381,0.2730008
ABCF1,1827,400,panel,0.5815761,0.47479188
DDR1,1828,402,panel,0.099651515,0.23999578
TCTN1,1832,783,panel,0.16405995,0.29670346
TRIM13,1836,810,panel,0.1250472,0.27421725
PSMB10,1838,968,panel,0.2874389,0.3776226
RNPS1,1844,926,panel,0.70432645,0.5144126
JPT2,1845,925,panel,0.31941077,0.3938907
SELENOH,1849,692,rest,1.2680813,0.49961385
SACM1L,1850,217,panel,0.124932565,0.26127437
TSN,1851,169,rest,0.3612825,0.41450328
NUP62,1852,1131,panel,0.3360471,0.40757543
SCAF8,1853,442,rest,0.12936412,0.27335888
MLLT11,1854,73,panel,0.3456892,0.4165682
NRAS,1855,69,panel,0.14566395,0.2847499
ARHGAP19,1857,655,rest,0.10557495,0.24813455
STIMATE,1858,236,panel,0.0819676,0.2177981
C8orf82,1859,574,rest,0.08919097,0.2316232
VDAC1,1860,362,panel,1.3357922,0.4850778
CSNK1E,1863,1202,panel,0.51382184,0.4407644
REPIN1,1864,510,rest,0.14114933,0.28102216
TSPAN4,1865,675,panel,0.9537046,0.5103515
MYCBP,1866,27,panel,0.2548167,0.36560464
FIS1,1868,493,panel,1.0258214,0.50461406
IFRD2,1871,227,panel,0.4756201,0.4608496
FASTKD5,1872,1141,panel,0.045205615,0.16446593
NPEPL1,1875,1164,panel,0.03757816,0.14864755
CEBPZOS,1877,140,rest,0.30067602,0.38479486
CCNL2,1881,0,rest,0.2730573,0.37525073
PLEKHM1,1885,1034,panel,0.07133374,0.2041453
PARG,1887,629,rest,0.16595371,0.29564086
HSBP1,1893,979,rest,1.0976257,0.4874199
TRIM26,1899,399,rest,0.105652936,0.24246986
BRD3OS,1901,616,rest,0.10030764,0.2405768
TMEM250,1909,617,rest,0.1793454,0.31002188
MIF,1914,1189,panel,2.9610014,0.28664833
PRAF2,1917,1217,panel,0.20518374,0.329035
IL10RB,1920,1176,rest,0.11640759,0.26120085
UBE2V1,1921,1158,rest,0.9960477,0.49834406
TWF2,1923,232,panel,0.42423558,0.4348601
ZNF260,1936,1114,rest,0.07887946,0.2177293
LYN,1937,541,panel,0.09637016,0.23928857
PINX1,1938,519,rest,0.15852487,0.29325497
CHMP4A,1940,832,panel,0.3692389,0.40444672
COA8,1943,877,rest,0.38631627,0.4201792
CNPY2,1946,765,rest,0.9124391,0.500631
RBM15B,1948,230,panel,0.23219728,0.35274395
UPK3BL1,1955,494,rest,0.23353918,0.34622133
DUSP14,1967,1016,panel,0.31100318,0.39024642
PIP4K2B,1971,1017,panel,0.10750918,0.23845853
PAGR1,1975,948,rest,0.44251668,0.45989308
SCO2,1981,1207,rest,0.29471844,0.37544206
