gene_symbol,ensembl_id,replogle:K562_essential_normalized_bulk,replogle:K562_essential_raw_bulk,replogle:K562_essential_raw_singlecell,replogle:K562_gwps_normalized_bulk,replogle:K562_gwps_raw_bulk,replogle:K562_gwps_raw_singlecell,replogle:rpe1_normalized_bulk,replogle:rpe1_raw_bulk,replogle:rpe1_raw_singlecell,lincs:level5_beta_ctl_n58022x12328,lincs:level5_beta_ctl_n58022x12328:landmark,lincs:level5_beta_trt_xpr_n142901x12328,lincs:level5_beta_trt_xpr_n142901x12328:landmark
PPOX,ENSG00000143224,True,True,True,True,True,True,False,False,False,True,True,True,True
PFDN2,ENSG00000143256,True,True,True,True,True,True,True,True,True,True,False,True,False
PIGM,ENSG00000143315,True,True,True,True,True,True,True,True,True,False,False,False,False
PRUNE1,ENSG00000143363,True,True,True,True,True,True,False,False,False,True,True,True,True
SF3B4,ENSG00000143368,True,True,True,True,True,True,True,True,True,True,False,True,False
ADAMTSL4,ENSG00000143382,True,True,True,True,True,True,False,False,False,True,False,True,False
RFX5,ENSG00000143390,True,True,True,True,True,True,True,True,True,True,True,True,True
MINDY1,ENSG00000143409,False,False,False,False,False,False,False,False,False,True,True,True,True
OAZ3,ENSG00000143450,False,False,False,False,False,False,False,False,False,True,False,True,False
DYRK3,ENSG00000143479,True,True,True,True,True,True,True,True,True,True,True,True,True
DUSP10,ENSG00000143507,True,True,True,False,False,False,False,False,False,True,False,True,False
TP53BP2,ENSG00000143514,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC27A3,ENSG00000143554,False,False,False,False,False,False,False,False,False,True,True,True,True
INTS3,ENSG00000143624,True,True,True,True,True,True,True,True,True,True,True,True,True
SCCPDH,ENSG00000143653,True,True,True,True,True,True,True,True,True,True,True,True,True
NVL,ENSG00000143748,True,True,True,True,True,True,True,True,True,True,True,True,True
MBOAT2,ENSG00000143797,False,False,False,False,False,False,True,True,True,True,False,True,False
PARP1,ENSG00000143799,True,True,True,True,True,True,True,True,True,True,True,True,True
LBR,ENSG00000143815,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF514,ENSG00000144026,True,True,True,True,True,True,False,False,False,False,False,False,False
NAT8,ENSG00000144035,False,False,False,False,False,False,False,False,False,False,False,False,False
SFXN5,ENSG00000144040,True,True,True,True,True,True,True,True,True,False,False,False,False
DUSP11,ENSG00000144048,True,True,True,True,True,True,True,True,True,True,True,True,True
RALB,ENSG00000144118,True,True,True,True,True,True,True,True,True,True,True,True,True
LIPT1,ENSG00000144182,False,False,False,False,False,False,False,False,False,True,False,True,False
HSPD1,ENSG00000144381,True,True,True,True,True,True,True,True,True,True,True,True,True
ACKR3,ENSG00000144476,False,False,False,False,False,False,False,False,False,True,False,True,False
VGLL4,ENSG00000144560,True,True,True,True,True,True,True,True,True,True,True,True,True
TMF1,ENSG00000144747,True,True,True,True,True,True,True,True,True,True,False,True,False
ATG3,ENSG00000144848,True,True,True,True,True,True,True,True,True,True,True,True,True
TRPC1,ENSG00000144935,False,False,False,False,False,False,False,False,False,True,False,True,False
TCTA,ENSG00000145022,True,True,True,False,False,False,True,True,True,True,True,True,True
NICN1,ENSG00000145029,False,False,False,False,False,False,False,False,False,False,False,False,False
STXBP5L,ENSG00000145087,False,False,False,False,False,False,False,False,False,True,False,True,False
MUC4,ENSG00000145113,False,False,False,False,False,False,False,False,False,True,False,True,False
ENOPH1,ENSG00000145293,True,True,True,True,True,True,True,True,True,True,True,True,True
SNCA,ENSG00000145335,False,False,False,False,False,False,True,True,True,True,True,True,True
CCNA2,ENSG00000145386,True,True,True,True,True,True,True,True,True,True,True,True,True
GLRA3,ENSG00000145451,False,False,False,False,False,False,False,False,False,True,False,True,False
MYO10,ENSG00000145555,False,False,False,False,False,False,True,True,True,True,True,True,True
SSBP2,ENSG00000145687,True,True,True,True,True,True,False,False,False,True,True,True,True
RASA1,ENSG00000145715,True,True,True,True,True,True,True,True,True,True,True,True,True
TNIP1,ENSG00000145901,True,True,True,True,True,True,True,True,True,True,True,True,True
GFOD1,ENSG00000145990,False,False,False,False,False,False,True,True,True,True,True,True,True
TNFRSF21,ENSG00000146072,False,False,False,False,False,False,False,False,False,True,True,True,True
TTBK1,ENSG00000146216,False,False,False,False,False,False,False,False,False,False,False,False,False
NFKBIE,ENSG00000146232,False,False,False,False,False,False,False,False,False,True,True,True,True
PM20D2,ENSG00000146281,False,False,False,False,False,False,True,True,True,False,False,False,False
SCML4,ENSG00000146285,False,False,False,False,False,False,False,False,False,False,False,False,False
TAAR2,ENSG00000146378,False,False,False,False,False,False,False,False,False,True,False,True,False
WTAP,ENSG00000146457,True,True,True,True,True,True,True,True,True,True,False,True,False
VWDE,ENSG00000146530,False,False,False,False,False,False,False,False,False,False,False,False,False
EGFR,ENSG00000146648,False,False,False,False,False,False,True,True,True,True,True,True,True
CDCA5,ENSG00000146670,True,True,True,True,True,True,True,True,True,False,False,False,False
IGFBP3,ENSG00000146674,False,False,False,False,False,False,True,True,True,True,True,True,True
TLK2,ENSG00000146872,True,True,True,True,True,True,True,True,True,True,True,True,True
LUC7L2,ENSG00000146963,True,True,True,True,True,True,True,True,True,True,False,True,False
CASK,ENSG00000147044,False,False,False,False,False,False,True,True,True,True,True,True,True
EBP,ENSG00000147155,True,True,True,True,True,True,True,True,True,True,True,True,True
IL2RG,ENSG00000147168,False,False,False,False,False,False,False,False,False,True,False,True,False
NSDHL,ENSG00000147383,True,True,True,True,True,True,True,True,True,True,True,True,True
LRP12,ENSG00000147650,True,True,True,True,True,True,True,True,True,True,False,True,False
POLR2K,ENSG00000147669,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF7,ENSG00000147789,True,True,True,True,True,True,True,True,True,True,False,True,False
CDKN2A,ENSG00000147889,False,False,False,False,False,False,True,True,True,True,True,True,True
NTRK2,ENSG00000148053,False,False,False,False,False,False,False,False,False,True,False,True,False
ALAD,ENSG00000148218,False,False,False,False,False,False,True,True,True,True,False,True,False
NOTCH1,ENSG00000148400,False,False,False,False,False,False,False,False,False,True,True,True,True
USP6NL,ENSG00000148429,True,True,True,True,True,True,True,True,True,True,True,True,True
RSU1,ENSG00000148484,True,True,True,True,True,True,True,True,True,True,True,True,True
PARD3,ENSG00000148498,True,True,True,True,True,True,True,True,True,True,False,True,False
A1CF,ENSG00000148584,False,False,False,False,False,False,False,False,False,True,False,True,False
POLR3A,ENSG00000148606,True,True,True,True,True,True,True,True,True,False,False,False,False
MKI67,ENSG00000148773,True,True,True,True,True,True,True,True,True,True,False,True,False
PAK1,ENSG00000149269,True,True,True,True,True,True,True,True,True,True,True,True,True
HYOU1,ENSG00000149428,True,True,True,True,True,True,True,True,True,True,True,True,True
EI24,ENSG00000149547,True,True,True,True,True,True,True,True,True,True,False,True,False
CHEK1,ENSG00000149554,True,True,True,True,True,True,True,True,True,True,True,True,True
CDH22,ENSG00000149654,False,False,False,False,False,False,False,False,False,True,False,True,False
LSM14B,ENSG00000149657,True,True,True,True,True,True,True,True,True,True,False,True,False
YTHDF1,ENSG00000149658,True,True,True,True,True,True,True,True,True,True,True,True,True
PLCB3,ENSG00000149782,False,False,False,False,False,False,True,True,True,True,True,True,True
HMGA2,ENSG00000149948,False,False,False,False,False,False,True,True,True,True,True,True,True
ARID5B,ENSG00000150347,True,True,True,True,True,True,True,True,True,True,True,True,True
LATS2,ENSG00000150457,False,False,False,False,False,False,True,True,True,False,False,False,False
PDCD4,ENSG00000150593,True,True,True,True,True,True,True,True,True,True,False,True,False
CCDC83,ENSG00000150676,False,False,False,False,False,False,False,False,False,False,False,False,False
RGS18,ENSG00000150681,False,False,False,False,False,False,False,False,False,False,False,False,False
PRSS23,ENSG00000150687,False,False,False,False,False,False,True,True,True,True,True,True,True
MTMR12,ENSG00000150712,True,True,True,True,True,True,True,True,True,True,False,True,False
PPP1R1C,ENSG00000150722,False,False,False,False,False,False,False,False,False,False,False,False,False
DOCK1,ENSG00000150760,False,False,False,False,False,False,True,True,True,True,False,True,False
DLAT,ENSG00000150768,True,True,True,True,True,True,True,True,True,True,False,True,False
UBE3B,ENSG00000151148,True,True,True,True,True,True,True,True,True,True,True,True,True
EIF4E,ENSG00000151247,True,True,True,True,True,True,True,True,True,True,False,True,False
NUBPL,ENSG00000151413,True,True,True,True,True,True,True,True,True,True,False,True,False
INPP1,ENSG00000151689,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC25A4,ENSG00000151729,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF385D,ENSG00000151789,False,False,False,False,False,False,False,False,False,True,False,True,False
CCDC175,ENSG00000151838,False,False,False,False,False,False,False,False,False,False,False,False,False
PABPC3,ENSG00000151846,False,False,False,False,False,False,False,False,False,True,False,True,False
PARP8,ENSG00000151883,False,False,False,False,False,False,True,True,True,True,False,True,False
BAG3,ENSG00000151929,True,True,True,True,True,True,True,True,True,True,True,True,True
TMEM132D,ENSG00000151952,False,False,False,False,False,False,False,False,False,False,False,False,False
SPOCK1,ENSG00000152377,False,False,False,False,False,False,True,True,True,True,False,True,False
RPP38,ENSG00000152464,True,True,True,True,True,True,True,True,True,True,True,True,True
PAN3,ENSG00000152520,True,True,True,True,True,True,False,False,False,False,False,False,False
PLEKHH2,ENSG00000152527,False,False,False,False,False,False,False,False,False,False,False,False,False
DMP1,ENSG00000152592,False,False,False,False,False,False,False,False,False,True,False,True,False
MBNL1,ENSG00000152601,True,True,True,True,True,True,True,True,True,True,True,True,True
ANKRD22,ENSG00000152766,False,False,False,False,False,False,False,False,False,False,False,False,False
PTPRK,ENSG00000152894,False,False,False,False,False,False,True,True,True,True,True,True,True
MED21,ENSG00000152944,True,True,True,True,True,True,True,True,True,True,False,True,False
CAST,ENSG00000153113,True,True,True,True,True,True,True,True,True,True,True,True,True
CETN3,ENSG00000153140,True,True,True,True,True,True,True,True,True,True,True,True,True
SMARCA5,ENSG00000153147,True,True,True,True,True,True,True,True,True,True,False,True,False
OR14K1,ENSG00000153230,False,False,False,False,False,False,False,False,False,False,False,False,False
PTPRR,ENSG00000153233,False,False,False,False,False,False,False,False,False,True,False,True,False
CD8A,ENSG00000153563,False,False,False,False,False,False,False,False,False,True,False,True,False
RPIA,ENSG00000153574,True,True,True,True,True,True,True,True,True,True,True,True,True
JAZF1,ENSG00000153814,False,False,False,False,False,False,True,True,True,False,False,False,False
MCOLN2,ENSG00000153898,False,False,False,False,False,False,False,False,False,False,False,False,False
HS2ST1,ENSG00000153936,True,True,True,True,True,True,True,True,True,True,True,True,True
PPP2R5E,ENSG00000154001,True,True,True,True,True,True,True,True,True,True,True,True,True
OTULIN,ENSG00000154124,True,True,True,True,True,True,True,True,True,False,False,False,False
TOMM70,ENSG00000154174,True,True,True,True,True,True,True,True,True,True,True,True,True
ENPP3,ENSG00000154269,False,False,False,False,False,False,False,False,False,False,False,False,False
UCHL1,ENSG00000154277,False,False,False,False,False,False,True,True,True,True,False,True,False
DISP1,ENSG00000154309,False,False,False,False,False,False,False,False,False,False,False,False,False
C10orf90,ENSG00000154493,False,False,False,False,False,False,False,False,False,False,False,False,False
DIPK1A,ENSG00000154511,False,False,False,False,False,False,True,True,True,True,True,True,True
SORBS2,ENSG00000154556,False,False,False,False,False,False,True,True,True,True,False,True,False
TSEN2,ENSG00000154743,True,True,True,True,True,True,True,True,True,True,True,True,True
PIEZO2,ENSG00000154864,False,False,False,False,False,False,False,False,False,True,False,True,False
OTUD6B,ENSG00000155100,True,True,True,True,True,True,True,True,True,False,False,False,False
CDK19,ENSG00000155111,True,True,True,True,True,True,True,True,True,True,True,True,True
NIFK,ENSG00000155438,True,True,True,True,True,True,True,True,True,False,False,False,False
OXA1L,ENSG00000155463,True,True,True,True,True,True,True,True,True,True,True,True,True
ZKSCAN2,ENSG00000155592,False,False,False,False,False,False,False,False,False,False,False,False,False
FZD7,ENSG00000155760,False,False,False,False,False,False,False,False,False,True,True,True,True
RNF20,ENSG00000155827,True,True,True,True,True,True,True,True,True,False,False,False,False
RRAGA,ENSG00000155876,True,True,True,True,True,True,True,True,True,True,True,True,True
CLIC2,ENSG00000155962,False,False,False,False,False,False,False,False,False,True,False,True,False
PSD3,ENSG00000156011,False,False,False,False,False,False,True,True,True,True,False,True,False
DCK,ENSG00000156136,True,True,True,True,True,True,True,True,True,True,True,True,True
ALX3,ENSG00000156150,False,False,False,False,False,False,False,False,False,True,False,True,False
TIAM1,ENSG00000156299,False,False,False,False,False,False,False,False,False,True,True,True,True
SORCS3,ENSG00000156395,False,False,False,False,False,False,False,False,False,True,False,True,False
SFXN2,ENSG00000156398,False,False,False,False,False,False,False,False,False,False,False,False,False
SH3RF2,ENSG00000156463,False,False,False,False,False,False,True,True,True,False,False,False,False
MTERF3,ENSG00000156469,True,True,True,True,True,True,True,True,True,True,True,True,True
SUPV3L1,ENSG00000156502,True,True,True,True,True,True,True,True,True,True,True,True,True
HK1,ENSG00000156515,True,True,True,True,True,True,True,True,True,True,True,True,True
UBE2L6,ENSG00000156587,True,True,True,True,True,True,True,True,True,True,True,True,True
KAT6B,ENSG00000156650,True,True,True,True,True,True,True,True,True,True,True,True,True
UTP14A,ENSG00000156697,True,True,True,True,True,True,True,True,True,True,True,True,True
MAPK13,ENSG00000156711,False,False,False,False,False,False,False,False,False,True,True,True,True
TBC1D31,ENSG00000156787,True,True,True,True,True,True,True,True,True,True,True,True,True
PHKG2,ENSG00000156873,True,True,True,True,True,True,True,True,True,True,True,True,True
SASS6,ENSG00000156876,True,True,True,True,True,True,True,True,True,False,False,False,False
BUB1B,ENSG00000156970,True,True,True,True,True,True,True,True,True,True,True,True,True
BRPF1,ENSG00000156983,True,True,True,True,True,True,True,True,True,True,False,True,False
TATDN2,ENSG00000157014,True,True,True,True,True,True,True,True,True,True,True,True,True
RBPMS,ENSG00000157110,False,False,False,False,False,False,True,True,True,True,False,True,False
FZD1,ENSG00000157240,False,False,False,False,False,False,False,False,False,True,True,True,True
CLEC18A,ENSG00000157322,False,False,False,False,False,False,False,False,False,False,False,False,False
IL34,ENSG00000157368,False,False,False,False,False,False,False,False,False,False,False,False,False
KIT,ENSG00000157404,True,True,True,True,True,True,False,False,False,True,True,True,True
CACNA2D3,ENSG00000157445,False,False,False,False,False,False,False,False,False,True,False,True,False
CCNB2,ENSG00000157456,True,True,True,True,True,True,True,True,True,True,True,True,True
TSC22D3,ENSG00000157514,False,False,False,False,False,False,True,True,True,True,True,True,True
C2CD2,ENSG00000157617,True,True,True,False,False,False,True,True,True,True,True,True,True
BRAF,ENSG00000157764,True,True,True,True,True,True,True,True,True,True,False,True,False
ACAN,ENSG00000157766,False,False,False,False,False,False,False,False,False,True,False,True,False
PANK4,ENSG00000157881,False,False,False,False,False,False,False,False,False,True,False,True,False
WIPI2,ENSG00000157954,True,True,True,True,True,True,True,True,True,True,False,True,False
KRTCAP3,ENSG00000157992,False,False,False,False,False,False,False,False,False,False,False,False,False
NCK1,ENSG00000158092,True,True,True,True,True,True,True,True,True,True,True,True,True
RHPN1,ENSG00000158106,False,False,False,False,False,False,False,False,False,False,False,False,False
XDH,ENSG00000158125,False,False,False,False,False,False,False,False,False,True,False,True,False
FAIM,ENSG00000158234,True,True,True,True,True,True,True,True,True,True,True,True,True
CUL4B,ENSG00000158290,True,True,True,True,True,True,True,True,True,True,False,True,False
GDPD5,ENSG00000158555,False,False,False,False,False,False,False,False,False,True,True,True,True
NIT1,ENSG00000158793,True,True,True,True,True,True,True,True,True,True,True,True,True
TOMM40L,ENSG00000158882,True,True,True,True,True,True,False,False,False,False,False,False,False
MIS18A,ENSG00000159055,True,True,True,True,True,True,True,True,True,True,False,True,False
LAD1,ENSG00000159166,False,False,False,False,False,False,False,False,False,True,False,True,False
CSRP1,ENSG00000159176,False,False,False,False,False,False,True,True,True,True,True,True,True
CLIC6,ENSG00000159212,False,False,False,False,False,False,False,False,False,False,False,False,False
CBR1,ENSG00000159228,False,False,False,False,False,False,True,True,True,True,True,True,True
CBR3,ENSG00000159231,False,False,False,False,False,False,True,True,True,True,True,True,True
ADIPOR1,ENSG00000159346,True,True,True,True,True,True,True,True,True,True,False,True,False
PSMD4,ENSG00000159352,True,True,True,True,True,True,True,True,True,True,True,True,True
STARD9,ENSG00000159433,False,False,False,False,False,False,False,False,False,False,False,False,False
EFCAB14,ENSG00000159658,True,True,True,True,True,True,True,True,True,True,True,True,True
FAM131B,ENSG00000159784,False,False,False,False,False,False,False,False,False,True,False,True,False
PSKH1,ENSG00000159792,True,True,True,True,True,True,True,True,True,True,False,True,False
NPR2,ENSG00000159899,False,False,False,False,False,False,False,False,False,True,False,True,False
CALM3,ENSG00000160014,True,True,True,True,True,True,True,True,True,True,True,True,True
DFFA,ENSG00000160049,True,True,True,True,True,True,True,True,True,True,True,True,True
NR2F6,ENSG00000160113,True,True,True,True,True,True,True,True,True,True,True,True,True
TFF1,ENSG00000160182,False,False,False,False,False,False,False,False,False,True,False,True,False
RRP1B,ENSG00000160208,True,True,True,True,True,True,True,True,True,True,True,True,True
LRRC3,ENSG00000160233,False,False,False,False,False,False,False,False,False,True,False,True,False
RALGDS,ENSG00000160271,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC2A6,ENSG00000160326,False,False,False,False,False,False,False,False,False,True,True,True,True
LCN1,ENSG00000160349,False,False,False,False,False,False,False,False,False,True,False,True,False
HIPK4,ENSG00000160396,False,False,False,False,False,False,False,False,False,False,False,False,False
SHKBP1,ENSG00000160410,True,True,True,True,True,True,True,True,True,False,False,False,False
ZDHHC12,ENSG00000160446,True,True,True,True,True,True,True,True,True,False,False,False,False
PKN3,ENSG00000160447,True,True,True,True,True,True,False,False,False,False,False,False,False
DEDD2,ENSG00000160570,True,True,True,True,True,True,True,True,True,False,False,False,False
SHC1,ENSG00000160691,True,True,True,True,True,True,True,True,True,True,True,True,True
ANO10,ENSG00000160746,True,True,True,True,True,True,True,True,True,True,True,True,True
PMF1,ENSG00000160783,True,True,True,True,True,True,True,True,True,True,False,True,False
UBQLN4,ENSG00000160803,True,True,True,True,True,True,True,True,True,True,False,True,False
FGFR4,ENSG00000160867,False,False,False,False,False,False,False,False,False,True,True,True,True
CYP3A7,ENSG00000160870,False,False,False,False,False,False,False,False,False,True,False,True,False
CPSF4,ENSG00000160917,True,True,True,True,True,True,True,True,True,True,True,True,True
VPS28,ENSG00000160948,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF333,ENSG00000160961,False,False,False,False,False,False,False,False,False,False,False,False,False
SQSTM1,ENSG00000161011,True,True,True,True,True,True,True,True,True,True,True,True,True
FBXL13,ENSG00000161040,False,False,False,False,False,False,False,False,False,False,False,False,False
ABCF3,ENSG00000161204,True,True,True,True,True,True,True,True,True,True,True,True,True
BDH1,ENSG00000161267,False,False,False,False,False,False,True,True,True,True,True,True,True
SENP3,ENSG00000161956,False,False,False,False,False,False,False,False,False,True,False,True,False
CCNF,ENSG00000162063,True,True,True,True,True,True,True,True,True,True,True,True,True
AMDHD2,ENSG00000162066,True,True,True,True,True,True,True,True,True,True,True,True,True
NEU3,ENSG00000162139,True,True,True,True,True,True,False,False,False,True,False,True,False
CYB561A3,ENSG00000162144,True,True,True,True,True,True,True,True,True,False,False,False,False
USP24,ENSG00000162402,True,True,True,True,True,True,True,True,True,True,False,True,False
NOL9,ENSG00000162408,True,True,True,True,True,True,True,True,True,True,False,True,False
KLHL21,ENSG00000162413,True,True,True,True,True,True,True,True,True,True,True,True,True
KIAA1522,ENSG00000162522,True,True,True,True,True,True,True,True,True,False,False,False,False
SCNN1D,ENSG00000162572,False,False,False,False,False,False,False,False,False,True,False,True,False
MEGF6,ENSG00000162591,False,False,False,False,False,False,True,True,True,True,False,True,False
USP1,ENSG00000162607,True,True,True,True,True,True,True,True,True,True,True,True,True
SNX7,ENSG00000162627,False,False,False,False,False,False,True,True,True,True,True,True,True
BRINP3,ENSG00000162670,False,False,False,False,False,False,False,False,False,True,False,True,False
AGL,ENSG00000162688,True,True,True,True,True,True,True,True,True,True,True,True,True
FAM71A,ENSG00000162771,False,False,False,False,False,False,False,False,False,False,False,False,False
ATF3,ENSG00000162772,False,False,False,True,True,True,True,True,True,True,False,True,False
DENND2D,ENSG00000162777,True,True,True,True,True,True,False,False,False,True,True,True,True
MAPKAPK2,ENSG00000162889,True,True,True,True,True,True,True,True,True,True,True,True,True
FCAMR,ENSG00000162897,False,False,False,False,False,False,False,False,False,False,False,False,False
TYW5,ENSG00000162971,True,True,True,True,True,True,True,True,True,False,False,False,False
LRATD1,ENSG00000162981,False,False,False,False,False,False,False,False,False,False,False,False,False
ACTG2,ENSG00000163017,False,False,False,False,False,False,False,False,False,True,False,True,False
COQ8A,ENSG00000163050,True,True,True,True,True,True,False,False,False,True,True,True,True
SGCB,ENSG00000163069,False,False,False,False,False,False,True,True,True,True,True,True,True
TNFAIP8L2,ENSG00000163154,False,False,False,False,False,False,False,False,False,False,False,False,False
VPS72,ENSG00000163159,True,True,True,True,True,True,True,True,True,True,True,True,True
SMCP,ENSG00000163206,False,False,False,False,False,False,False,False,False,True,False,True,False
DCAF16,ENSG00000163257,True,True,True,True,True,True,True,True,True,True,False,True,False
C1orf189,ENSG00000163263,False,False,False,False,False,False,False,False,False,False,False,False,False
GPR155,ENSG00000163328,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC15A2,ENSG00000163406,False,False,False,False,False,False,False,False,False,True,False,True,False
ARPC2,ENSG00000163466,True,True,True,True,True,True,True,True,True,True,False,True,False
RNF25,ENSG00000163481,True,True,True,True,True,True,True,True,True,True,False,True,False
ADORA1,ENSG00000163485,False,False,False,False,False,False,False,False,False,True,False,True,False
TGFBR2,ENSG00000163513,False,False,False,False,False,False,True,True,True,True,True,True,True
ANKZF1,ENSG00000163516,True,True,True,True,True,True,True,True,True,True,False,True,False
FBLN2,ENSG00000163520,False,False,False,False,False,False,False,False,False,True,False,True,False
EIF5A2,ENSG00000163577,True,True,True,True,True,True,True,True,True,True,False,True,False
GTPBP8,ENSG00000163607,True,True,True,True,True,True,True,True,True,True,True,True,True
CDS1,ENSG00000163624,False,False,False,False,False,False,False,False,False,True,False,True,False
TIPARP,ENSG00000163659,True,True,True,False,False,False,True,True,True,True,True,True,True
SLMAP,ENSG00000163681,True,True,True,True,True,True,True,True,True,False,False,False,False
ABHD6,ENSG00000163686,False,False,False,False,False,False,False,False,False,True,True,True,True
RBM47,ENSG00000163694,False,False,False,False,False,False,False,False,False,True,False,True,False
APBB2,ENSG00000163697,False,False,False,False,False,False,True,True,True,True,True,True,True
IL17RC,ENSG00000163702,False,False,False,False,False,False,True,True,True,True,False,True,False
CXCL3,ENSG00000163734,False,False,False,False,False,False,False,False,False,True,False,True,False
CPA3,ENSG00000163751,False,False,False,False,False,False,False,False,False,True,False,True,False
TOPBP1,ENSG00000163781,True,True,True,True,True,True,True,True,True,True,True,True,True
KIF15,ENSG00000163808,True,True,True,True,True,True,True,True,True,True,False,True,False
WDR43,ENSG00000163811,True,True,True,True,True,True,True,True,True,True,False,True,False
SLC6A20,ENSG00000163817,False,False,False,False,False,False,False,False,False,True,False,True,False
DTX3L,ENSG00000163840,False,False,False,False,False,False,True,True,True,False,False,False,False
YEATS2,ENSG00000163872,True,True,True,True,True,True,True,True,True,True,False,True,False
GRIK3,ENSG00000163873,False,False,False,False,False,False,False,False,False,True,False,True,False
ZC3H12A,ENSG00000163874,False,False,False,False,False,False,False,False,False,True,False,True,False
KLF15,ENSG00000163884,False,False,False,False,False,False,False,False,False,True,False,True,False
RPN1,ENSG00000163902,True,True,True,True,True,True,True,True,True,True,True,True,True
PRKCD,ENSG00000163932,False,False,False,False,False,False,False,False,False,True,True,True,True
GNL3,ENSG00000163938,True,True,True,True,True,True,True,True,True,True,False,True,False
LRPAP1,ENSG00000163956,True,True,True,True,True,True,True,True,True,True,True,True,True
ZNF691,ENSG00000164011,False,False,False,False,False,False,False,False,False,False,False,False,False
PGRMC2,ENSG00000164040,True,True,True,True,True,True,True,True,True,True,False,True,False
CDC25A,ENSG00000164045,True,True,True,True,True,True,True,True,True,True,True,True,True
CAMP,ENSG00000164047,False,False,False,False,False,False,False,False,False,True,False,True,False
ZNF589,ENSG00000164048,True,True,True,True,True,True,False,False,False,True,True,True,True
DUSP7,ENSG00000164086,True,True,True,False,False,False,False,False,False,True,False,True,False
OTUD4,ENSG00000164164,True,True,True,True,True,True,True,True,True,True,False,True,False
LSM6,ENSG00000164167,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC25A46,ENSG00000164209,True,True,True,True,True,True,True,True,True,True,True,True,True
CASP3,ENSG00000164305,True,True,True,True,True,True,True,True,True,True,True,True,True
CMYA5,ENSG00000164309,False,False,False,False,False,False,False,False,False,False,False,False,False
TERT,ENSG00000164362,False,False,False,False,False,False,False,False,False,True,True,True,True
LEAP2,ENSG00000164406,False,False,False,False,False,False,False,False,False,False,False,False,False
SLC35A1,ENSG00000164414,True,True,True,True,True,True,False,False,False,True,True,True,True
TXLNB,ENSG00000164440,False,False,False,False,False,False,False,False,False,False,False,False,False
CREBRF,ENSG00000164463,True,True,True,True,True,True,True,True,True,False,False,False,False
RAET1E,ENSG00000164520,False,False,False,False,False,False,False,False,False,False,False,False,False
COG5,ENSG00000164597,True,True,True,True,True,True,True,True,True,True,False,True,False
KIF6,ENSG00000164627,False,False,False,False,False,False,False,False,False,False,False,False,False
TEX47,ENSG00000164645,False,False,False,False,False,False,False,False,False,False,False,False,False
GPER1,ENSG00000164850,False,False,False,False,False,False,False,False,False,True,True,True,True
NOS3,ENSG00000164867,False,False,False,False,False,False,False,False,False,True,True,True,True
SLC4A2,ENSG00000164889,True,True,True,True,True,True,True,True,True,True,False,True,False
GBX1,ENSG00000164900,False,False,False,False,False,False,False,False,False,True,False,True,False
ALDH7A1,ENSG00000164904,False,False,False,False,False,False,True,True,True,True,True,True,True
FZD6,ENSG00000164930,False,False,False,False,False,False,True,True,True,True,False,True,False
WASHC5,ENSG00000164961,True,True,True,True,True,True,True,True,True,True,True,True,True
RPP25L,ENSG00000164967,True,True,True,True,True,True,True,True,True,False,False,False,False
PSIP1,ENSG00000164985,True,True,True,True,True,True,True,True,True,True,True,True,True
SYK,ENSG00000165025,False,False,False,False,False,False,False,False,False,True,True,True,True
ABCA1,ENSG00000165029,False,False,False,False,False,False,True,True,True,True,False,True,False
NFIL3,ENSG00000165030,True,True,True,True,True,True,True,True,True,True,True,True,True
ZMAT4,ENSG00000165061,False,False,False,False,False,False,False,False,False,True,False,True,False
KIF27,ENSG00000165115,False,False,False,False,False,False,False,False,False,False,False,False,False
DYNLT3,ENSG00000165169,True,True,True,True,True,True,True,True,True,True,True,True,True
KIAA1958,ENSG00000165185,True,True,True,True,True,True,False,False,False,False,False,False,False
STOML2,ENSG00000165283,True,True,True,True,True,True,True,True,True,True,False,True,False
BRWD3,ENSG00000165288,True,True,True,True,True,True,True,True,True,False,False,False,False
MELK,ENSG00000165304,True,True,True,True,True,True,True,True,True,True,True,True,True
CLDN2,ENSG00000165376,False,False,False,False,False,False,False,False,False,False,False,False,False
WRN,ENSG00000165392,True,True,True,True,True,True,True,True,True,True,False,True,False
INPPL1,ENSG00000165458,True,True,True,True,True,True,True,True,True,True,False,True,False
CRYL1,ENSG00000165475,False,False,False,False,False,False,True,True,True,True,False,True,False
KLHDC2,ENSG00000165516,True,True,True,True,True,True,True,True,True,True,True,True,True
VSTM4,ENSG00000165633,False,False,False,False,False,False,False,False,False,True,False,True,False
HPRT1,ENSG00000165704,True,True,True,True,True,True,True,True,True,True,True,True,True
PIP4P1,ENSG00000165782,True,True,True,True,True,True,True,True,True,False,False,False,False
CASP7,ENSG00000165806,False,False,False,False,False,False,True,True,True,True,True,True,True
ZFYVE1,ENSG00000165861,False,False,False,False,False,False,True,True,True,False,False,False,False
